SiteID,Company,Customer,Name,State,Location,Contact_Person,Contact_Number,Address,Maker,Checker,Status,Response,Message
"0","Elara Marketing Services Pvt. Ltd.","Elara","Ahmedabad","Gujarat","","","","Prashwanath Towers Ahmedabad","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","1215 Kolkata","West Bengal","","","","DLF Galleria '- Unit 1215 Kolkata","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","DLF Galleria Kolkata","West Bengal","","","","DLF Galleria '- Unit 1216 Kolkata","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","Chennai","TamilNadu","","","","1st floor Khivraj complex Chennai","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","Bangalore","Karnataka","","","","Venkatadri 8 8A 2nd Floor Hosur Main Road Garvebhavi Palya �Bangalore �KA'-560068","","","1","Failed","Duplicate"
"0","Elara Marketing Services Pvt. Ltd.","Elara","Navi Mumbai","Maharashtra","","","","Unit No. 401 Plot No. 3 Navi Mumbai","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","Thane","Maharashtra","","","","Unit No. B 11th Floor Building B MBC Park ghodbunder road kasarvadavali Thane","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","Hyderabad","Andhra Pradesh","","","","Madhapur Hyderabad","","","1","Success",""
"0","Elara Marketing Services Pvt. Ltd.","Elara","Noida","Uttar Pradesh","","","","D'-12 1st Floor Noida","","","1","Success",""
