LocationID,Name,State,Status,Response,Message
"0","Tiruvannamalai","Tamil Nadu","1","Success",""
"0","Kaithal","Haryana","1","Success",""
"0","Rajnandgaon","Chhattisgarh","1","Success",""
"0","Godhra","Gujarat","1","Success",""
"0","Hazaribag","Jharkhand","1","Success",""
"0","Bhimavaram","Andhra Pradesh","1","Success",""
"0","Mandsaur","Madhya Pradesh","1","Success",""
"0","Dibrugarh","Assam","1","Success",""
"0","Kolar","Karnataka","1","Success",""
"0","Bankura","West Bengal","1","Success",""
"0","Mandya","Karnataka","1","Success",""
"0","Dehri'-on'-Sone","Bihar","1","Success",""
"0","Madanapalle","Andhra Pradesh","1","Success",""
"0","Malerkotla","Punjab","1","Success",""
"0","Lalitpur","Uttar Pradesh","1","Success",""
"0","Bettiah","Bihar","1","Success",""
"0","Pollachi","Tamil Nadu","1","Success",""
"0","Khanna","Punjab","1","Success",""
"0","Neemuch","Madhya Pradesh","1","Success",""
"0","Palwal","Haryana","1","Success",""
"0","Palanpur","Gujarat","1","Success",""
"0","Guntakal","Andhra Pradesh","1","Success",""
"0","Nabadwip","West Bengal","1","Success",""
"0","Udupi","Karnataka","1","Success",""
"0","Jagdalpur","Chhattisgarh","1","Success",""
"0","Motihari","Bihar","1","Success",""
"0","Pilibhit","Uttar Pradesh","1","Success",""
"0","Dimapur","Nagaland","1","Success",""
"0","Mohali","Punjab","1","Success",""
"0","Sadulpur","Rajasthan","1","Success",""
"0","Rajapalayam","Tamil Nadu","1","Success",""
"0","Dharmavaram","Andhra Pradesh","1","Success",""
"0","Kashipur","Uttarakhand","1","Success",""
"0","Sivakasi","Tamil Nadu","1","Success",""
"0","Darjiling","West Bengal","1","Success",""
"0","Chikkamagaluru","Karnataka","1","Success",""
"0","Gudivada","Andhra Pradesh","1","Success",""
"0","Baleshwar Town","Odisha","1","Success",""
"0","Mancherial","Telangana","1","Success",""
"0","Srikakulam","Andhra Pradesh","1","Success",""
"0","Adilabad","Telangana","1","Success",""
"0","Yavatmal","Maharashtra","1","Success",""
"0","Barnala","Punjab","1","Success",""
"0","Nagaon","Assam","1","Success",""
"0","Narasaraopet","Andhra Pradesh","1","Success",""
"0","Raigarh","Chhattisgarh","1","Success",""
"0","Roorkee","Uttarakhand","1","Success",""
"0","Valsad","Gujarat","1","Success",""
"0","Ambikapur","Chhattisgarh","1","Success",""
"0","Giridih","Jharkhand","1","Success",""
"0","Chandausi","Uttar Pradesh","1","Success",""
"0","Purulia","West Bengal","1","Success",""
"0","Patan","Gujarat","1","Success",""
"0","Bagaha","Bihar","1","Success",""
"0","Hardoi ","Uttar Pradesh","1","Success",""
"0","Achalpur","Maharashtra","1","Success",""
"0","Osmanabad","Maharashtra","1","Success",""
"0","Deesa","Gujarat","1","Success",""
"0","Nandurbar","Maharashtra","1","Success",""
"0","Azamgarh","Uttar Pradesh","1","Success",""
"0","Ramgarh","Jharkhand","1","Success",""
"0","Firozpur","Punjab","1","Success",""
"0","Baripada Town","Odisha","1","Success",""
"0","Karwar","Karnataka","1","Success",""
"0","Siwan","Bihar","1","Success",""
"0","Rajampet","Andhra Pradesh","1","Success",""
"0","Pudukkottai","Tamil Nadu","1","Success",""
"0","Anantnag","Jammu and Kashmir","1","Success",""
"0","Tadpatri","Andhra Pradesh","1","Success",""
"0","Satara","Maharashtra","1","Success",""
"0","Bhadrak","Odisha","1","Success",""
"0","Kishanganj","Bihar","1","Success",""
"0","Suryapet","Telangana","1","Success",""
"0","Wardha","Maharashtra","1","Success",""
"0","Ranebennuru","Karnataka","1","Success",""
"0","Amreli","Gujarat","1","Success",""
"0","Neyveli (TS)","Tamil Nadu","1","Success",""
"0","Jamalpur","Bihar","1","Success",""
"0","Marmagao","Goa","1","Success",""
"0","Udgir","Maharashtra","1","Success",""
"0","Tadepalligudem","Andhra Pradesh","1","Success",""
"0","Nagapattinam","Tamil Nadu","1","Success",""
"0","Buxar","Bihar","1","Success",""
"0","Aurangabad","Maharashtra","1","Success",""
"0","Jehanabad","Bihar","1","Success",""
"0","Phagwara","Punjab","1","Success",""
"0","Khair","Uttar Pradesh","1","Success",""
"0","Sawai Madhopur","Rajasthan","1","Success",""
"0","Kapurthala","Punjab","1","Success",""
"0","Chilakaluripet","Andhra Pradesh","1","Success",""
"0","Aurangabad","Bihar","1","Failed","Duplicate"
"0","Malappuram","Kerala","1","Success",""
"0","Rewari","Haryana","1","Success",""
"0","Nagaur","Rajasthan","1","Success",""
"0","Sultanpur","Uttar Pradesh","1","Success",""
"0","Nagda","Madhya Pradesh","1","Success",""
"0","Port Blair","Andaman and Nicobar Islands","1","Success",""
"0","Lakhisarai","Bihar","1","Success",""
"0","Panaji","Goa","1","Success",""
"0","Tinsukia","Assam","1","Success",""
"0","Itarsi","Madhya Pradesh","1","Success",""
"0","Kohima","Nagaland","1","Success",""
"0","Balangir","Odisha","1","Success",""
"0","Nawada","Bihar","1","Success",""
"0","Jharsuguda","Odisha","1","Success",""
"0","Jagtial","Telangana","1","Success",""
"0","Viluppuram","Tamil Nadu","1","Success",""
"0","Amalner","Maharashtra","1","Success",""
"0","Zirakpur","Punjab","1","Success",""
"0","Tanda","Uttar Pradesh","1","Success",""
"0","Tiruchengode","Tamil Nadu","1","Success",""
"0","Nagina","Uttar Pradesh","1","Success",""
"0","Yemmiganur","Andhra Pradesh","1","Success",""
"0","Vaniyambadi","Tamil Nadu","1","Success",""
"0","Sarni","Madhya Pradesh","1","Success",""
"0","Theni Allinagaram","Tamil Nadu","1","Success",""
"0","Margao","Goa","1","Success",""
"0","Akot","Maharashtra","1","Success",""
"0","Sehore","Madhya Pradesh","1","Success",""
"0","Mhow Cantonment","Madhya Pradesh","1","Success",""
"0","Kot Kapura","Punjab","1","Success",""
"0","Makrana","Rajasthan","1","Success",""
"0","Pandharpur","Maharashtra","1","Success",""
"0","Miryalaguda","Telangana","1","Success",""
"0","Shamli","Uttar Pradesh","1","Success",""
"0","Seoni","Madhya Pradesh","1","Success",""
"0","Ranibennur","Karnataka","1","Success",""
"0","Kadiri","Andhra Pradesh","1","Success",""
"0","Shrirampur","Maharashtra","1","Success",""
"0","Rudrapur","Uttarakhand","1","Success",""
"0","Parli","Maharashtra","1","Success",""
"0","Najibabad","Uttar Pradesh","1","Success",""
"0","Nirmal","Telangana","1","Success",""
"0","Udhagamandalam","Tamil Nadu","1","Success",""
"0","Shikohabad","Uttar Pradesh","1","Success",""
"0","Jhumri Tilaiya","Jharkhand","1","Success",""
"0","Aruppukkottai","Tamil Nadu","1","Success",""
"0","Ponnani","Kerala","1","Success",""
"0","Jamui","Bihar","1","Success",""
"0","Sitamarhi","Bihar","1","Success",""
"0","Chirala","Andhra Pradesh","1","Success",""
"0","Anjar","Gujarat","1","Success",""
"0","Karaikal","Puducherry","1","Success",""
"0","Hansi","Haryana","1","Success",""
"0","Anakapalle","Andhra Pradesh","1","Success",""
"0","Mahasamund","Chhattisgarh","1","Success",""
"0","Faridkot","Punjab","1","Success",""
"0","Saunda","Jharkhand","1","Success",""
"0","Dhoraji","Gujarat","1","Success",""
"0","Paramakudi","Tamil Nadu","1","Success",""
"0","Balaghat","Madhya Pradesh","1","Success",""
"0","Sujangarh","Rajasthan","1","Success",""
"0","Khambhat","Gujarat","1","Success",""
"0","Muktsar","Punjab","1","Success",""
"0","Rajpura","Punjab","1","Success",""
"0","Kavali","Andhra Pradesh","1","Success",""
"0","Dhamtari","Chhattisgarh","1","Success",""
"0","Ashok Nagar","Madhya Pradesh","1","Success",""
"0","Sardarshahar","Rajasthan","1","Success",""
"0","Mahuva","Gujarat","1","Success",""
"0","Bargarh","Odisha","1","Success",""
"0","Kamareddy","Telangana","1","Success",""
"0","Sahibganj","Jharkhand","1","Success",""
"0","Kothagudem","Telangana","1","Success",""
"0","Ramanagaram","Karnataka","1","Success",""
"0","Gokak","Karnataka","1","Success",""
"0","Tikamgarh","Madhya Pradesh","1","Success",""
"0","Araria","Bihar","1","Success",""
"0","Rishikesh","Uttarakhand","1","Success",""
"0","Shahdol","Madhya Pradesh","1","Success",""
"0","Medininagar (Daltonganj)","Jharkhand","1","Success",""
"0","Arakkonam","Tamil Nadu","1","Success",""
"0","Washim","Maharashtra","1","Success",""
"0","Sangrur","Punjab","1","Success",""
"0","Bodhan","Telangana","1","Success",""
"0","Fazilka","Punjab","1","Success",""
"0","Palacole","Andhra Pradesh","1","Success",""
"0","Keshod","Gujarat","1","Success",""
"0","Sullurpeta","Andhra Pradesh","1","Success",""
"0","Wadhwan","Gujarat","1","Success",""
"0","Gurdaspur","Punjab","1","Success",""
"0","Vatakara","Kerala","1","Success",""
"0","Tura","Meghalaya","1","Success",""
"0","Narnaul","Haryana","1","Success",""
"0","Kharar","Punjab","1","Success",""
"0","Yadgir","Karnataka","1","Success",""
"0","Ambejogai","Maharashtra","1","Success",""
"0","Ankleshwar","Gujarat","1","Success",""
"0","Savarkundla","Gujarat","1","Success",""
"0","Paradip","Odisha","1","Success",""
"0","Virudhachalam","Tamil Nadu","1","Success",""
"0","Kanhangad","Kerala","1","Success",""
"0","Kadi","Gujarat","1","Success",""
"0","Srivilliputhur","Tamil Nadu","1","Success",""
"0","Gobindgarh","Punjab","1","Success",""
"0","Tindivanam","Tamil Nadu","1","Success",""
"0","Mansa","Punjab","1","Success",""
"0","Taliparamba","Kerala","1","Success",""
"0","Manmad","Maharashtra","1","Success",""
"0","Tanuku","Andhra Pradesh","1","Success",""
"0","Rayachoti","Andhra Pradesh","1","Success",""
"0","Virudhunagar","Tamil Nadu","1","Success",""
"0","Koyilandy","Kerala","1","Success",""
"0","Jorhat","Assam","1","Success",""
"0","Karur","Tamil Nadu","1","Success",""
"0","Valparai","Tamil Nadu","1","Success",""
"0","Srikalahasti","Andhra Pradesh","1","Success",""
"0","Neyyattinkara","Kerala","1","Success",""
"0","Bapatla","Andhra Pradesh","1","Success",""
"0","Fatehabad","Haryana","1","Success",""
"0","Malout","Punjab","1","Success",""
"0","Sankarankovil","Tamil Nadu","1","Success",""
"0","Tenkasi","Tamil Nadu","1","Success",""
"0","Ratnagiri","Maharashtra","1","Success",""
"0","Rabkavi Banhatti","Karnataka","1","Success",""
"0","Sikandrabad","Uttar Pradesh","1","Success",""
"0","Chaibasa","Jharkhand","1","Success",""
"0","Chirmiri","Chhattisgarh","1","Success",""
"0","Palwancha","Telangana","1","Success",""
"0","Bhawanipatna","Odisha","1","Success",""
"0","Kayamkulam","Kerala","1","Success",""
"0","Pithampur","Madhya Pradesh","1","Success",""
"0","Nabha","Punjab","1","Success",""
"0","Shahabad'- Hardoi","Uttar Pradesh","1","Success",""
"0","Dhenkanal","Odisha","1","Success",""
"0","Uran Islampur","Maharashtra","1","Success",""
"0","Gopalganj","Bihar","1","Success",""
"0","Bongaigaon City","Assam","1","Success",""
"0","Palani","Tamil Nadu","1","Success",""
"0","Pusad","Maharashtra","1","Success",""
"0","Sopore","Jammu and Kashmir","1","Success",""
"0","Pilkhuwa","Uttar Pradesh","1","Success",""
"0","Tarn Taran","Punjab","1","Success",""
"0","Renukoot","Uttar Pradesh","1","Success",""
"0","Mandamarri","Telangana","1","Success",""
"0","Shahabad","Karnataka","1","Success",""
"0","Barbil","Odisha","1","Success",""
"0","Koratla","Telangana","1","Success",""
"0","Madhubani","Bihar","1","Success",""
"0","Arambagh","West Bengal","1","Success",""
"0","Gohana","Haryana","1","Success",""
"0","Ladnu","Rajasthan","1","Success",""
"0","Pattukkottai","Tamil Nadu","1","Success",""
"0","Sirsi","Karnataka","1","Success",""
"0","Sircilla","Telangana","1","Success",""
"0","Tamluk","West Bengal","1","Success",""
"0","Jagraon","Punjab","1","Success",""
"0","AlipurdUrban Agglomerationr","West Bengal","1","Success",""
"0","Alirajpur","Madhya Pradesh","1","Success",""
"0","Tandur","Telangana","1","Success",""
"0","Naidupet","Andhra Pradesh","1","Success",""
"0","Tirupathur","Tamil Nadu","1","Success",""
"0","Tohana","Haryana","1","Success",""
"0","Ratangarh","Rajasthan","1","Success",""
"0","Dhubri","Assam","1","Success",""
"0","Masaurhi","Bihar","1","Success",""
"0","Visnagar","Gujarat","1","Success",""
"0","Vrindavan","Uttar Pradesh","1","Success",""
"0","Nokha","Rajasthan","1","Success",""
"0","Nagari","Andhra Pradesh","1","Success",""
"0","Narwana","Haryana","1","Success",""
"0","Ramanathapuram","Tamil Nadu","1","Success",""
"0","Ujhani","Uttar Pradesh","1","Success",""
"0","Samastipur","Bihar","1","Success",""
"0","Laharpur","Uttar Pradesh","1","Success",""
"0","Sangamner","Maharashtra","1","Success",""
"0","Nimbahera","Rajasthan","1","Success",""
"0","Siddipet","Telangana","1","Success",""
"0","Suri","West Bengal","1","Success",""
"0","Diphu","Assam","1","Success",""
"0","Jhargram","West Bengal","1","Success",""
"0","Shirpur'-Warwade","Maharashtra","1","Success",""
"0","Tilhar","Uttar Pradesh","1","Success",""
"0","Sindhnur","Karnataka","1","Success",""
"0","Udumalaipettai","Tamil Nadu","1","Success",""
"0","Malkapur","Maharashtra","1","Success",""
"0","Wanaparthy","Telangana","1","Success",""
"0","Gudur","Andhra Pradesh","1","Success",""
"0","Kendujhar","Odisha","1","Success",""
"0","Mandla","Madhya Pradesh","1","Success",""
"0","Mandi","Himachal Pradesh","1","Success",""
"0","Nedumangad","Kerala","1","Success",""
"0","North Lakhimpur","Assam","1","Success",""
"0","Vinukonda","Andhra Pradesh","1","Success",""
"0","Tiptur","Karnataka","1","Success",""
"0","Gobichettipalayam","Tamil Nadu","1","Success",""
"0","Sunabeda","Odisha","1","Success",""
"0","Wani","Maharashtra","1","Success",""
"0","Upleta","Gujarat","1","Success",""
"0","Narasapuram","Andhra Pradesh","1","Success",""
"0","Nuzvid","Andhra Pradesh","1","Success",""
"0","Tezpur","Assam","1","Success",""
"0","Una","Gujarat","1","Success",""
"0","Markapur","Andhra Pradesh","1","Success",""
"0","Sheopur","Madhya Pradesh","1","Success",""
"0","Thiruvarur","Tamil Nadu","1","Success",""
"0","Sidhpur","Gujarat","1","Success",""
"0","Sahaswan","Uttar Pradesh","1","Success",""
"0","Suratgarh","Rajasthan","1","Success",""
"0","Shajapur","Madhya Pradesh","1","Success",""
"0","Rayagada","Odisha","1","Success",""
"0","Lonavla","Maharashtra","1","Success",""
"0","Ponnur","Andhra Pradesh","1","Success",""
"0","Kagaznagar","Telangana","1","Success",""
"0","Gadwal","Telangana","1","Success",""
"0","Bhatapara","Chhattisgarh","1","Success",""
"0","Kandukur","Andhra Pradesh","1","Success",""
"0","Sangareddy","Telangana","1","Success",""
"0","Unjha","Gujarat","1","Success",""
"0","Lunglei","Mizoram","1","Success",""
"0","Karimganj","Assam","1","Success",""
"0","Kannur","Kerala","1","Success",""
"0","Bobbili","Andhra Pradesh","1","Success",""
"0","Mokameh","Bihar","1","Success",""
"0","Talegaon Dabhade","Maharashtra","1","Success",""
"0","Anjangaon","Maharashtra","1","Success",""
"0","Mangrol","Gujarat","1","Success",""
"0","Sunam","Punjab","1","Success",""
"0","Gangarampur","West Bengal","1","Success",""
"0","Thiruvallur","Tamil Nadu","1","Success",""
"0","Tirur","Kerala","1","Success",""
"0","Rath","Uttar Pradesh","1","Success",""
"0","Jatani","Odisha","1","Success",""
"0","Viramgam","Gujarat","1","Success",""
"0","Rajsamand","Rajasthan","1","Success",""
"0","Yanam","Puducherry","1","Success",""
"0","Kottayam","Kerala","1","Success",""
"0","Panruti","Tamil Nadu","1","Success",""
"0","Dhuri","Punjab","1","Success",""
"0","Namakkal","Tamil Nadu","1","Success",""
"0","Kasaragod","Kerala","1","Success",""
"0","Modasa","Gujarat","1","Success",""
"0","Rayadurg","Andhra Pradesh","1","Success",""
"0","Supaul","Bihar","1","Success",""
"0","Kunnamkulam","Kerala","1","Success",""
"0","Umred","Maharashtra","1","Success",""
"0","Bellampalle","Telangana","1","Success",""
"0","Sibsagar","Assam","1","Success",""
"0","Mandi Dabwali","Haryana","1","Success",""
"0","Ottappalam","Kerala","1","Success",""
"0","Dumraon","Bihar","1","Success",""
"0","Samalkot","Andhra Pradesh","1","Success",""
"0","Jaggaiahpet","Andhra Pradesh","1","Success",""
"0","Goalpara","Assam","1","Success",""
"0","Tuni","Andhra Pradesh","1","Success",""
"0","Lachhmangarh","Rajasthan","1","Success",""
"0","Bhongir","Telangana","1","Success",""
"0","Amalapuram","Andhra Pradesh","1","Success",""
"0","Firozpur Cantt.","Punjab","1","Success",""
"0","Vikarabad","Telangana","1","Success",""
"0","Thiruvalla","Kerala","1","Success",""
"0","Sherkot","Uttar Pradesh","1","Success",""
