SiteID,Site,Site_Code,Company,Customer,State,Location,Contact_Person,Contact_Number,Address,Maker,Checker,Status
"417","Kalyani Nagar 2 '- Pune","Si_Kal_00417","Elara Marketing Services Pvt. Ltd.","Prop Tiger","Maharashtra","Pune","Komal","","Kalyani Nagar, Pune, Maharashtra, India","","","IN Active"
"418","Runwal '- Mumbai","Si_Run_00418","Elara Marketing Services Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Runwal Anthurium, Lal Bahadur Shastri Marg, Mulund West, Mumbai, Maharashtra 400080, India","","","IN Active"
"419","Sec 31 Gurgaon","Si_Sec_00419","Elara Marketing Services Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","Sector 31, Gurugram, Haryana 122022, India","","","IN Active"
"420","Sec 32 Gurgaon","Si_Sec_00420","Elara Marketing Services Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","Sector 32, Gurugram, Haryana 122022, India","","","Active"
"421","Thane 2 '- Mumbai","Si_Tha_00421","Elara Marketing Services Pvt. Ltd.","Prop Tiger","Maharashtra","Thane","Komal","","Thane, Maharashtra, India","","","IN Active"
"229","New Delhi","Si_New_00229","Fujifilm India Private Limited","Fujifilm","Delhi","","","","","","","Active"
"230","Gurgaon","Si_Gur_00230","Fujifilm India Private Limited","Fujifilm","Haryana","","","","","","","Active"
"231","Bangalore","Si_Ban_00231","Fujifilm India Private Limited","Fujifilm","Karnataka","","","","","","","Active"
"232","Zirakpur","Si_Zir_00232","Fujifilm India Private Limited","Fujifilm","Punjab","","","","","","","Active"
"233","Mumbai","Si_Mum_00233","Fujifilm India Private Limited","Fujifilm","Maharashtra","","","","","","","Active"
"234","Kolkata","Si_Kol_00234","Fujifilm India Private Limited","Fujifilm","West Bengal","","","","","","","Active"
"235","Chennai","Si_Che_00235","Fujifilm India Private Limited","Fujifilm","TamilNadu","","","","","","","Active"
"350","Mumbai","Si_Mum_00350","Genesys Telecom","Genesys","Maharashtra","","","","Mumbai, Maharashtra, India","","","Active"
"351","Bangalore","Si_Ban_00351","Genesys Telecom","Genesys","Karnataka","","","","Bengaluru, Karnataka, India","","","Active"
"352","Chennai","Si_Che_00352","Genesys Telecom","Genesys","TamilNadu","","","","Chennai, Tamil Nadu, India","","","Active"
"353","Gurgaon","Si_Gur_00353","Genesys Telecom","Genesys","Haryana","","","","Gurugram, Haryana, India","","","Active"
"342","Mumbai","Si_Mum_00342","Heidrick and Struggles (I) Pvt Ltd","H&S","Maharashtra","","","","Mumbai, Maharashtra, India","","","Active"
"343","Gurgaon","Si_Gur_00343","Heidrick and Struggles (I) Pvt Ltd","H&S","Haryana","","","","Gurugram, Haryana, India","","","Active"
"344","Bangalore","Si_Ban_00344","Heidrick and Struggles (I) Pvt Ltd","H&S","Karnataka","","","","Bengaluru, Karnataka, India","","","Active"
"258","Chandigarh","Si_Cha_00258","IDP Education India Pvt. Ltd.","IDP","Chandigarh","Chandigarh","","","Chandigarh, India","","","Active"
"259","Ludhiana","Si_Lud_00259","IDP Education India Pvt. Ltd.","IDP","Punjab","Ludhiana","","","","","","Active"
"260","Amritsar","Si_Amr_00260","IDP Education India Pvt. Ltd.","IDP","Punjab","Amritsar","","","AMRITSAR, PUNJAB","","","Active"
"261","Jallandher","Si_Jal_00261","IDP Education India Pvt. Ltd.","IDP","Punjab","","","","","","","Active"
"262","Hyderabad","Si_Hyd_00262","IDP Education India Pvt. Ltd.","IDP","Telangana","","","","","","","Active"
"263","Vishakhapatnam","Si_Vis_00263","IDP Education India Pvt. Ltd.","IDP","Andhra Pradesh","","","","","","","Active"
"264","Vijayawada","Si_Vij_00264","IDP Education India Pvt. Ltd.","IDP","Andhra Pradesh","","","","","","","Active"
"265","Chennai","Si_Che_00265","IDP Education India Pvt. Ltd.","IDP","TamilNadu","Chennai","","","","","","Active"
"266","Coimbatore","Si_Coi_00266","IDP Education India Pvt. Ltd.","IDP","TamilNadu","Coimbatore","","","","","","Active"
"267","Bangalore","Si_Ban_00267","IDP Education India Pvt. Ltd.","IDP","Karnataka","Bengaluru","","","","","","Active"
"268","Cochin","Si_Coc_00268","IDP Education India Pvt. Ltd.","IDP","Kerala","Kochi","","","","","","Active"
"269","Pune","Si_Pun_00269","IDP Education India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"270","Mumbai Andheri","Si_Mum_00270","IDP Education India Pvt. Ltd.","IDP","Maharashtra","Mumbai","","","","","","Active"
"271","Mumbai Churchgate","Si_Mum_00271","IDP Education India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"272","Thane","Si_Tha_00272","IDP Education India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"273","Ahmedabad","Si_Ahm_00273","IDP Education India Pvt. Ltd.","IDP","Gujarat","Ahmedabad","","","Ahmedabad, Gujarat, India","","","Active"
"274","Vadodara","Si_Vad_00274","IDP Education India Pvt. Ltd.","IDP","Gujarat","","","","","","","Active"
"275","Kolkata","Si_Kol_00275","IDP Education India Pvt. Ltd.","IDP","West Bengal","Kolkata","","","","","","Active"
"276","Gurgaon 61","Si_Gur_00276","IDP Education India Pvt. Ltd.","IDP","Haryana","Gurgaon","","","","","","Active"
"277","Gurgaon 32 5th Floor","Si_Gur_00277","IDP Education India Pvt. Ltd.","IDP","Haryana","Gurgaon","","","","","","Active"
"278","Gurgaon 32 6th Floor","Si_Gur_00278","IDP Education India Pvt. Ltd.","IDP","Haryana","Gurgaon","","","","","","Active"
"279","New Delhi Nehru Place","Si_New_00279","IDP Education India Pvt. Ltd.","IDP","Delhi","","","","","","","Active"
"280","New Delhi Rajouri Garden","Si_New_00280","IDP Education India Pvt. Ltd.","IDP","Delhi","","","","","","","Active"
"383","Gurgaon","Si_Gur_00383","IHG IT Services India (P) Ltd.","IHG","Haryana","","","","Gurugram, Haryana, India","","","Active"
"281","Delhi Okhla","Si_Del_00281","Lenskart Solutions Pvt. Ltd.","Lenskart","Delhi","","","","Okhla, New Delhi, Delhi, India","","","Active"
"282","Faridaba 6th Floor","Si_Far_00282","Lenskart Solutions Pvt. Ltd.","Lenskart","Haryana","Faridabad","","","Faridabad, Haryana, India","","","Active"
"283","Faridaba 7th Floor","Si_Far_00283","Lenskart Solutions Pvt. Ltd.","Lenskart","Haryana","Faridabad","","","Faridabad, Haryana, India","","","Active"
"284","Mumbai Chintamani Plaza","Si_Mum_00284","Lenskart Solutions Pvt. Ltd.","Lenskart","Maharashtra","","","","Andheri '- Kurla Rd, Mota Nagar, Andheri East, Mumbai, Maharashtra 400053, India","","","Active"
"285","Bangalore Accord Road","Si_Ban_00285","Lenskart Solutions Pvt. Ltd.","Lenskart","Karnataka","","","","Accord Road, K.R.Colony, Krishna Reddy Layout, Domlur, Bengaluru, Karnataka 560071, India","","","Active"
"286","Bangalore Indranagar","Si_Ban_00286","Lenskart Solutions Pvt. Ltd.","Lenskart","Karnataka","Bengaluru","","","Indiranagar, Bengaluru, Karnataka, India","","","Active"
"423","103 '- Navi Mumbai","Si_103_00423","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Navi Mumbai, Maharashtra, India","","","IN Active"
"424","Supreme Business Park '- Mumbai","Si_Sup_00424","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Supreme Business Park, Kensington Rear Exit Road, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India","","","IN Active"
"425","902 '- Navi Mumbai","Si_902_00425","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Navi Mumbai, Maharashtra, India","","","IN Active"
"426","Centrum Plaza '- Gurgaon","Si_Cen_00426","Locon Solutions Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","DLF Golf Course Road, Sector 53, IILM Institute, Sector 53, Gurugram, Haryana 122003, India","","","IN Active"
"427","Hyderabad Old","Si_Hyd_00427","Locon Solutions Pvt. Ltd.","Prop Tiger","Telangana","Hyderabad","Komal","","Hyderabad, Telangana, India","","","IN Active"
"428","Noida old","Si_Noi_00428","Locon Solutions Pvt. Ltd.","Prop Tiger","Uttar Pradesh","Noida","Komal","","Noida, Uttar Pradesh, India","","","IN Active"
"429","Novel Business Park '- Bangalore","Si_Nov_00429","Locon Solutions Pvt. Ltd.","Prop Tiger","Karnataka","Bengaluru","Komal","","560030, 57, 13th Cross Rd, Maruti Nagar, 1st Stage, Neelasandra, Bengaluru, Karnataka 560068, India","","","IN Active"
"430","201 '- Okhla","Si_201_00430","Locon Solutions Pvt. Ltd.","Prop Tiger","Delhi","New Delhi","Komal","","Okhla, New Delhi, Delhi, India","","","IN Active"
"431","Salarpuria Business Centre '- Bangalore","Si_Sal_00431","Locon Solutions Pvt. Ltd.","Prop Tiger","Karnataka","Bengaluru","Komal","","","","","IN Active"
"432","Saltlake '- Kolkata","Si_Sal_00432","Locon Solutions Pvt. Ltd.","Prop Tiger","West Bengal","Kolkata","Komal","","","","","IN Active"
"433","IIT BPMBAY '- Mumbai","Si_IIT_00433","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Powai, Mumbai, Maharashtra, India","","","Active"
"434","Sec 39 '- Gurgaon","Si_Sec_00434","Locon Solutions Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","","","","IN Active"
"435","Varanasi","Si_Var_00435","Locon Solutions Pvt. Ltd.","Prop Tiger","Uttar Pradesh","Varanasi","Komal","","","","","IN Active"
"436","Vijayawada","Si_Vij_00436","Locon Solutions Pvt. Ltd.","Prop Tiger","Andhra Pradesh","Vijayawada","Komal","","","","","IN Active"
"437","Vadodara","Si_Vad_00437","Locon Solutions Pvt. Ltd.","Prop Tiger","Gujarat","Vadodara","Komal","","","","","IN Active"
"442","Gurgaon","Si_Gur_00442","Locon Solutions Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","Gurugram, Haryana, India","","","Active"
"443","Hyderabad","Si_Hyd_00443","Locon Solutions Pvt. Ltd.","Prop Tiger","Telangana","Hyderabad","Komal","","Hyderabad, Telangana, India","","","Active"
"444","Bangalore","Si_Ban_00444","Locon Solutions Pvt. Ltd.","Prop Tiger","Karnataka","Bengaluru","Komal","","Bengaluru, Karnataka, India","","","Active"
"445","Chennai","Si_Che_00445","Locon Solutions Pvt. Ltd.","Prop Tiger","TamilNadu","Chennai","Komal","","Chennai, Tamil Nadu, India","","","Active"
"446","Noida","Si_Noi_00446","Locon Solutions Pvt. Ltd.","Prop Tiger","Uttar Pradesh","Noida","Komal","","Noida, Uttar Pradesh, India","","","Active"
"447","Kolkata","Si_Kol_00447","Locon Solutions Pvt. Ltd.","Prop Tiger","West Bengal","Kolkata","Komal","","Kolkata, West Bengal, India","","","Active"
"374","Wood Street '- Kolkata","Si_Woo_00374","Locon Solutions Pvt. Ltd.","Prop Tiger","West Bengal","Kolkata","","","","","","IN Active"
"375","303 Supreme Park '- Mumbai","Si_303_00375","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","","","Supreme Business Park,7th floor, Wing B, Behind Lake Castle Building, Hiranandani Gardens, Powai, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India","","","Active"
"376","Kalyani Nagar '- Pune","Si_Kal_00376","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Pune","","","Cerebrum IT Park, Marigold complex, Kalyani Nagar, Pune, Maharashtra 411014, India","","","Active"
"377","Janakpuri '- Delhi","Si_Jan_00377","Locon Solutions Pvt. Ltd.","Prop Tiger","Delhi","New Delhi","","","Block B1, Janakpuri, New Delhi, Delhi, India","","","IN Active"
"378","Bhavani Powai '- Mumbai","Si_Bha_00378","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","","","","Powai, Mumbai, Maharashtra, India","","","IN Active"
"379","Hiranandani Gardens Powai '- Mumbai","Si_Hir_00379","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","","","","Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India","","","IN Active"
"380","Millenium Business Park '- Mumbai","Si_Mil_00380","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","","","LOCON, MILLENIUM BUSINESS PARK, MUMBAI","","","IN Active"
"381","Mira Road '- Mumbai","Si_Mir_00381","Locon Solutions Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","","","Mira Road East, Mira Bhayandar, Maharashtra, India","","","Active"
"382","Okhla '- Delhi","Si_Okh_00382","Locon Solutions Pvt. Ltd.","Prop Tiger","Delhi","New Delhi","","","OKHLA INDUSTRIAL AREA PHASE 3, NEW DELHI","","","IN Active"
"248","Chennai","Si_Che_00248","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","TamilNadu","","","","","","","Active"
"249","Pune","Si_Pun_00249","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Maharashtra","","","","","","","Active"
"250","Ahmedabad","Si_Ahm_00250","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Gujarat","","","","Ahmedabad, Gujarat, India","","","Active"
"251","Mumbai","Si_Mum_00251","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Maharashtra","","","","","","","Active"
"252","Kolkata","Si_Kol_00252","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","West Bengal","","","","","","","Active"
"253","Bangalore","Si_Ban_00253","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Karnataka","","","","","","","Active"
"254","Hyderabad","Si_Hyd_00254","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Telangana","","","","","","","Active"
"255","Delhi Jhandewalan","Si_Del_00255","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Delhi","New Delhi","","","Jhandewalan, New Delhi, Delhi, India","","","Active"
"256","Delhi Okhla","Si_Del_00256","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Delhi","","","","","","","Active"
"257","Delhi Rangpuri","Si_Del_00257","M/s. Carzonrent India Pvt. Ltd.","Carzonrent India","Delhi","New Delhi","","","","","","Active"
"287","New Delhi","Si_New_00287","Macmillan Publishers  India Pvt. Ltd.","IDP","Delhi","","","","","","","Active"
"288","Chandigarh","Si_Cha_00288","Macmillan Publishers  India Pvt. Ltd.","IDP","Chandigarh","","","","","","","Active"
"289","Noida sector 2","Si_Noi_00289","Macmillan Publishers  India Pvt. Ltd.","IDP","Uttar Pradesh","","","","","","","Active"
"290","Sahibabad","Si_Sah_00290","Macmillan Publishers  India Pvt. Ltd.","IDP","Uttar Pradesh","","","","","","","Active"
"291","Lucknow","Si_Luc_00291","Macmillan Publishers  India Pvt. Ltd.","IDP","Uttar Pradesh","","","","","","","Active"
"292","Jaipur","Si_Jai_00292","Macmillan Publishers  India Pvt. Ltd.","IDP","Rajasthan","","","","","","","Active"
"293","Kolkata Camac Street","Si_Kol_00293","Macmillan Publishers  India Pvt. Ltd.","IDP","West Bengal","","","","","","","Active"
"294","Kolkata BT Road","Si_Kol_00294","Macmillan Publishers  India Pvt. Ltd.","IDP","West Bengal","","","","","","","Active"
"295","Cuttack","Si_Cut_00295","Macmillan Publishers  India Pvt. Ltd.","IDP","Orissa","","","","","","","Active"
"296","Patna","Si_Pat_00296","Macmillan Publishers  India Pvt. Ltd.","IDP","Bihar","","","","","","","Active"
"297","Guwahati","Si_Guw_00297","Macmillan Publishers  India Pvt. Ltd.","IDP","Assam","","","","","","","Active"
"298","Mumbai Reay Road","Si_Mum_00298","Macmillan Publishers  India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"299","Mumbai Andheri East","Si_Mum_00299","Macmillan Publishers  India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"300","Pune","Si_Pun_00300","Macmillan Publishers  India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"301","Nagpur","Si_Nag_00301","Macmillan Publishers  India Pvt. Ltd.","IDP","Maharashtra","","","","","","","Active"
"302","Ahmedabad","Si_Ahm_00302","Macmillan Publishers  India Pvt. Ltd.","IDP","Gujarat","","","","","","","Active"
"303","Bhopal","Si_Bho_00303","Macmillan Publishers  India Pvt. Ltd.","IDP","Madhya Pradesh","","","","","","","Active"
"304","Chennai Patullos Road","Si_Che_00304","Macmillan Publishers  India Pvt. Ltd.","IDP","TamilNadu","","","","","","","Active"
"305","Chennai Ambattur","Si_Che_00305","Macmillan Publishers  India Pvt. Ltd.","IDP","TamilNadu","","","","","","","Active"
"306","Coimbatore","Si_Coi_00306","Macmillan Publishers  India Pvt. Ltd.","IDP","TamilNadu","","","","","","","Active"
"307","Madurai","Si_Mad_00307","Macmillan Publishers  India Pvt. Ltd.","IDP","TamilNadu","","","","","","","Active"
"308","Thiruvananthapuram","Si_Thi_00308","Macmillan Publishers  India Pvt. Ltd.","IDP","Kerala","","","","","","","Active"
"309","Visakhapatnam","Si_Vis_00309","Macmillan Publishers  India Pvt. Ltd.","IDP","Andhra Pradesh","","","","","","","Active"
"310","Hyderabad","Si_Hyd_00310","Macmillan Publishers  India Pvt. Ltd.","IDP","Telangana","","","","","","","Active"
"311","Bangalore","Si_Ban_00311","Macmillan Publishers  India Pvt. Ltd.","IDP","Karnataka","","","","","","","Active"
"407","Sec 32 Gurgaon","Si_Sec_00407","Makaan.Com Pvt. Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","Sector 32, Gurugram, Haryana 122022, India","","","Active"
"408","Andheri '- Mumbai","Si_And_00408","Makaan.Com Pvt. Ltd.","Prop Tiger","Maharashtra","Mumbai","Komal","","Andheri East, Mumbai, Maharashtra, India","","","Active"
"440","Richmond","Si_Ric_00440","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Karnataka","Bengaluru","Umesh","","","","","Active"
"441","WhiteField","Si_Whi_00441","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Karnataka","Bengaluru","Umesh","","","","","Active"
"242","Mahadevapura","Si_Mah_00242","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Karnataka","","Nidhi Saxena","9560888537","Whitefield Road, Mahadevapura, ITPL road, Brigade Metropolis, Garudachar Palya, Mahadevapura, Bengaluru, Karnataka 560048, India","","","Active"
"243","Kolkata","Si_Kol_00243","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","West Bengal","","Nidhi Saxena","9560888537","Module No. 112 Ground Floor  SDF Building Block EP & GP Sector'- V Saltlake Kolkata'- 700091 West Bengal","","","Active"
"244","Noida Sec 127","Si_Noi_00244","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Uttar Pradesh","","Nidhi Saxena","9560888537","Sector 127, Noida, Uttar Pradesh 201313, India","","","Active"
"245","Noida Sec 126","Si_Noi_00245","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Uttar Pradesh","","Nidhi Saxena","9560888537","IGL Building  Sector 126 Noida  Uttar Pradesh 201301","","","Active"
"246","Hyderabad","Si_Hyd_00246","Mentor Graphics India Pvt. Ltd.","Mentor Graphics Group","Telangana","","Nidhi Saxena","9560888537","6'-3'-552  Sri Ram Tower Somajiguda Hyderabad '- Andhra Pradesh '- 500082","","","Active"
"241","Bengaluru","Si_Ben_00241","Mentor Graphics Sales & Services Pvt. Ltd.","Mentor Graphics Group","Karnataka","","Nidhi Saxena","9560888537","RMZ Ecoworld  Sarjapur'-Marathalli Outer Ring Road Devarabeesanahalli Bangalore  Karnataka 560103","","","Active"
"9","Naraina","Si_Nar_00009","Micromax Informatics Limited","MicroMax","Delhi","","","","Naraina, New Delhi, Delhi, India","","","Active"
"10","Mayapuri","Si_May_00010","Micromax Informatics Limited","MicroMax","Delhi","","","","Mayapuri, New Delhi, Delhi, India","","","Active"
"11","Mumbai","Si_Mum_00011","Micromax Informatics Limited","MicroMax","Maharashtra","","","","Mumbai, Maharashtra, India","","","Active"
"12","Bangaluru","Si_Ban_00012","Micromax Informatics Limited","MicroMax","Karnataka","","","","Bengaluru, Karnataka, India","","","Active"
"13","Chennai","Si_Che_00013","Micromax Informatics Limited","MicroMax","TamilNadu","","","","Chennai, Tamil Nadu, India","","","Active"
"14","90B Gurgaon","Si_90B_00014","Micromax Informatics Limited","MicroMax","Haryana","","","","Gurugram, Haryana, India","","","Active"
"15","B34 Gurgaon","Si_B34_00015","Micromax Informatics Limited","MicroMax","Haryana","","","","Gurugram, Haryana, India","","","Active"
"16","Kolkata","Si_Kol_00016","Micromax Informatics Limited","MicroMax","West Bengal","","","","Kolkata, West Bengal, India","","","Active"
"345","Mumbai","Si_Mum_00345","Mindray Medical India Pvt Ltd","Mindray","Maharashtra","","","","","","","Active"
"346","Gurgaon","Si_Gur_00346","Mindray Medical India Pvt Ltd","Mindray","Haryana","","","","","","","Active"
"347","Chennai","Si_Che_00347","Mindray Medical India Pvt Ltd","Mindray","TamilNadu","","","","","","","Active"
"348","Kolkata","Si_Kol_00348","Mindray Medical India Pvt Ltd","Mindray","West Bengal","","","","","","","Active"
"409","Noida","Si_Noi_00409","Proptiger Realty Pvt Ltd.","Prop Tiger","Uttar Pradesh","Noida","Komal","","Noida, Uttar Pradesh, India","","","IN Active"
"410","Gurgaon","Si_Gur_00410","Proptiger Realty Pvt Ltd.","Prop Tiger","Haryana","Gurgaon","Komal","","Gurugram, Haryana, India","","","Active"
"411","Ahmedabad","Si_Ahm_00411","Proptiger Realty Pvt Ltd.","Prop Tiger","Gujarat","Ahmedabad","Komal","","Ahmedabad, Gujarat, India","","","IN Active"
"412","Kolkata","Si_Kol_00412","Proptiger Realty Pvt Ltd.","Prop Tiger","West Bengal","Kolkata","Komal","","Kolkata, West Bengal, India","","","IN Active"
"438","Pune","Si_Pun_00438","Realty Business Intelligene Pvt Ltd","Prop Tiger","Maharashtra","Pune","Komal","","Pune, Maharashtra, India","","","Active"
"439","New Delhi","Si_New_00439","Realty Business Intelligene Pvt Ltd","Prop Tiger","Delhi","New Delhi","Komal","","New Delhi, Delhi, India","","","Active"
"406","Chennai","Si_Che_00406","Test Company","CAIRN","TamilNadu","Chennai","","","Chennai, Tamil Nadu, India","","","Active"
"22","GURGAON CORPORATE OFFICE","Si_GUR_00022","Test Company","CAIRN","Haryana","","","","DLF Atria, Gulmohar Marg, DLF Phase 2, Sector 25, Gurugram, Haryana 122002, India","maker","checker","Active"
"23","JAMNAGAR","Si_JAM_00023","Test Company","CAIRN","Gujarat","","","","3rd Floor, Silver Plaza, 7, Street Number 7, Patel Colony, Jamnagar, Gujarat 361008, India","maker","checker","Active"
"24","JAIPUR","Si_JAI_00024","Test Company","CAIRN","Rajasthan","","","","430, SMS Rooms and Convention Center, Tonk Road, Rambagh, Jaipur, Rajasthan 302052, India","maker","checker","Active"
"312","ABD","Si_ABD_00312","Test Company","CAIRN","Haryana","","","","Udyog Vihar Phase IV, Sector 18, Gurugram, Haryana 122022, India","","","Active"
